tf,line,start_ts,end_ts,length_bars,value,duration_days
M30,kijun,2019-12-26 22:30:00,2019-12-27 08:00:00,20,7294.9,0.3958333333333333
M30,kijun,2020-01-21 21:00:00,2020-01-22 06:30:00,20,8619.35,0.3958333333333333
M30,kijun,2020-03-10 16:00:00,2020-03-11 01:30:00,20,7944.655000000001,0.3958333333333333
M30,kijun,2020-05-30 06:00:00,2020-05-30 15:30:00,20,9461.005000000001,0.3958333333333333
M30,kijun,2020-06-16 16:00:00,2020-06-17 01:30:00,20,9494.0,0.3958333333333333
M30,kijun,2020-07-02 16:30:00,2020-07-03 02:00:00,20,9097.0,0.3958333333333333
M30,kijun,2020-07-03 11:00:00,2020-07-03 20:30:00,20,9080.29,0.3958333333333333
M30,kijun,2020-07-23 17:00:00,2020-07-24 02:30:00,20,9559.09,0.3958333333333333
M30,kijun,2020-08-30 03:00:00,2020-08-30 12:30:00,20,11557.365,0.3958333333333333
M30,kijun,2021-04-04 15:00:00,2021-04-05 00:30:00,20,57788.5,0.3958333333333333
M30,kijun,2021-04-12 10:30:00,2021-04-12 20:00:00,20,60474.955,0.3958333333333333
M30,kijun,2021-06-07 01:30:00,2021-06-07 11:00:00,20,36010.93,0.3958333333333333
M30,kijun,2021-06-26 08:00:00,2021-06-26 17:30:00,20,31420.260000000002,0.3958333333333333
M30,kijun,2021-08-10 00:00:00,2021-08-10 09:30:00,20,45853.71,0.3958333333333333
M30,kijun,2021-08-27 01:30:00,2021-08-27 11:00:00,20,47024.425,0.3958333333333333
M30,kijun,2021-09-06 12:00:00,2021-09-06 21:30:00,20,51642.0,0.3958333333333333
M30,kijun,2021-09-27 02:00:00,2021-09-27 11:30:00,20,43500.0,0.3958333333333333
M30,kijun,2021-10-10 05:00:00,2021-10-10 14:30:00,20,55133.255000000005,0.3958333333333333
M30,kijun,2021-10-30 14:00:00,2021-10-30 23:30:00,20,61479.535,0.3958333333333333
M30,kijun,2021-12-08 15:00:00,2021-12-09 00:30:00,20,49871.965,0.3958333333333333
M30,kijun,2022-01-08 22:00:00,2022-01-09 07:30:00,20,41417.5,0.3958333333333333
M30,kijun,2022-01-16 16:00:00,2022-01-17 01:30:00,20,42998.2,0.3958333333333333
M30,kijun,2022-01-31 02:00:00,2022-01-31 11:30:00,20,37430.0,0.3958333333333333
M30,kijun,2022-03-01 13:00:00,2022-03-01 22:30:00,20,43850.2,0.3958333333333333
M30,kijun,2022-06-18 23:30:00,2022-06-19 09:00:00,20,18546.6,0.3958333333333333
M30,kijun,2022-11-08 19:30:00,2022-11-09 05:00:00,20,18757.5,0.3958333333333333
M30,kijun,2023-05-04 13:30:00,2023-05-04 23:00:00,20,29020.0,0.3958333333333333
M30,kijun,2023-06-01 03:00:00,2023-06-01 12:30:00,20,26973.95,0.3958333333333333
M30,kijun,2023-06-13 15:30:00,2023-06-14 01:00:00,20,26069.25,0.3958333333333333
M30,kijun,2023-06-18 23:00:00,2023-06-19 08:30:00,20,26470.15,0.3958333333333333
M30,kijun,2023-06-26 17:00:00,2023-06-27 02:30:00,20,30278.699999999997,0.3958333333333333
M30,kijun,2023-08-23 00:00:00,2023-08-23 09:30:00,20,25728.5,0.3958333333333333
M30,kijun,2023-09-02 18:30:00,2023-09-03 04:00:00,20,25862.95,0.3958333333333333
M30,kijun,2023-09-09 16:30:00,2023-09-10 02:00:00,20,25861.05,0.3958333333333333
M30,kijun,2023-09-10 22:30:00,2023-09-11 08:00:00,20,25773.0,0.3958333333333333
M30,kijun,2023-10-05 17:00:00,2023-10-06 02:30:00,20,27721.75,0.3958333333333333
M30,kijun,2023-12-21 15:30:00,2023-12-22 01:00:00,20,43836.7,0.3958333333333333
M30,kijun,2024-01-15 18:30:00,2024-01-16 04:00:00,20,42766.0,0.3958333333333333
M30,kijun,2024-01-19 20:00:00,2024-01-20 05:30:00,20,41248.5,0.3958333333333333
M30,kijun,2024-03-12 17:00:00,2024-03-13 02:30:00,20,70985.0,0.3958333333333333
M30,kijun,2024-04-07 19:30:00,2024-04-08 05:00:00,20,69638.15,0.3958333333333333
M30,kijun,2024-09-20 04:00:00,2024-09-20 13:30:00,20,63352.95,0.3958333333333333
M30,kijun,2025-03-02 17:30:00,2025-03-03 03:00:00,20,89993.0,0.3958333333333333
M30,kijun,2025-09-06 17:00:00,2025-09-07 02:30:00,20,110403.25,0.3958333333333333
M30,kijun,2025-11-28 17:30:00,2025-11-29 03:00:00,20,91617.5,0.3958333333333333
M30,kijun,2019-10-13 20:00:00,2019-10-14 05:00:00,19,8296.65,0.375
M30,kijun,2019-12-24 18:00:00,2019-12-25 03:00:00,19,7295.3150000000005,0.375
M30,kijun,2019-12-31 18:00:00,2020-01-01 03:00:00,19,7230.0,0.375
M30,kijun,2020-01-30 00:30:00,2020-01-30 09:30:00,19,9335.470000000001,0.375
M30,kijun,2020-06-12 17:30:00,2020-06-13 02:30:00,19,9419.615,0.375
M30,kijun,2020-08-29 11:00:00,2020-08-29 20:00:00,19,11500.67,0.375
M30,kijun,2020-10-13 14:00:00,2020-10-13 23:00:00,19,11435.0,0.375
M30,kijun,2020-10-19 03:30:00,2020-10-19 12:30:00,19,11473.505000000001,0.375
M30,kijun,2020-11-01 23:00:00,2020-11-02 08:00:00,19,13744.875,0.375
M30,kijun,2021-02-20 12:30:00,2021-02-20 21:30:00,19,56406.134999999995,0.375
M30,kijun,2021-05-20 16:30:00,2021-05-21 01:30:00,19,40275.84,0.375
M30,kijun,2021-07-10 20:00:00,2021-07-11 05:00:00,19,33600.0,0.375
M30,kijun,2021-08-29 04:00:00,2021-08-29 13:00:00,19,48755.255,0.375
M30,kijun,2021-09-24 11:00:00,2021-09-24 20:00:00,19,42892.165,0.375
M30,kijun,2021-09-25 12:00:00,2021-09-25 21:00:00,19,42290.130000000005,0.375
M30,kijun,2021-10-06 13:00:00,2021-10-06 22:00:00,19,53413.009999999995,0.375
M30,kijun,2021-10-08 08:30:00,2021-10-08 17:30:00,19,54928.015,0.375
M30,kijun,2021-10-17 10:30:00,2021-10-17 19:30:00,19,60953.78,0.375
M30,kijun,2021-12-05 15:30:00,2021-12-06 00:30:00,19,48710.5,0.375
M30,kijun,2022-01-04 18:30:00,2022-01-05 03:30:00,19,46484.965,0.375
M30,kijun,2022-01-23 23:00:00,2022-01-24 08:00:00,19,35542.86,0.375
M30,kijun,2022-02-08 21:00:00,2022-02-09 06:00:00,19,43518.0,0.375
M30,kijun,2022-02-12 21:30:00,2022-02-13 06:30:00,19,42260.0,0.375
M30,kijun,2022-04-07 15:30:00,2022-04-08 00:30:00,19,43442.0,0.375
M30,kijun,2022-06-20 18:30:00,2022-06-21 03:30:00,19,20457.35,0.375
M30,kijun,2022-07-02 12:30:00,2022-07-02 21:30:00,19,19207.5,0.375
M30,kijun,2022-07-03 08:00:00,2022-07-03 17:00:00,19,19086.35,0.375
M30,kijun,2022-09-02 18:00:00,2022-09-03 03:00:00,19,20085.15,0.375
M30,kijun,2022-10-07 16:00:00,2022-10-08 01:00:00,19,19685.7,0.375
M30,kijun,2022-10-16 23:30:00,2022-10-17 08:30:00,19,19253.95,0.375
M30,kijun,2022-10-19 15:00:00,2022-10-20 00:00:00,19,19175.0,0.375
M30,kijun,2022-10-24 15:30:00,2022-10-25 00:30:00,19,19292.9,0.375
M30,kijun,2023-01-23 18:00:00,2023-01-24 03:00:00,19,22846.55,0.375
M30,kijun,2023-02-03 20:00:00,2023-02-04 05:00:00,19,23460.45,0.375
M30,kijun,2023-03-05 01:00:00,2023-03-05 10:00:00,19,22398.75,0.375
M30,kijun,2023-04-05 16:00:00,2023-04-06 01:00:00,19,28258.0,0.375
M30,kijun,2023-05-09 15:30:00,2023-05-10 00:30:00,19,27566.199999999997,0.375
M30,kijun,2023-06-16 18:00:00,2023-06-17 03:00:00,19,25834.5,0.375
M30,kijun,2023-06-24 16:00:00,2023-06-25 01:00:00,19,30509.25,0.375
M30,kijun,2023-07-04 19:30:00,2023-07-05 04:30:00,19,30872.5,0.375
M30,kijun,2023-08-10 17:30:00,2023-08-11 02:30:00,19,29516.75,0.375
M30,kijun,2023-09-30 16:30:00,2023-10-01 01:30:00,19,26987.7,0.375
M30,kijun,2023-10-01 22:00:00,2023-10-02 07:00:00,19,27690.1,0.375
M30,kijun,2024-02-20 17:00:00,2024-02-21 02:00:00,19,51939.45,0.375
M30,kijun,2024-02-25 20:00:00,2024-02-26 05:00:00,19,51675.2,0.375
M30,kijun,2024-03-05 05:00:00,2024-03-05 14:00:00,19,66922.9,0.375
M30,kijun,2024-05-18 14:30:00,2024-05-18 23:30:00,19,66921.85,0.375
M30,kijun,2024-05-31 16:00:00,2024-06-01 01:00:00,19,67890.25,0.375
M30,kijun,2024-06-09 18:00:00,2024-06-10 03:00:00,19,69581.9,0.375
M30,kijun,2024-06-13 16:00:00,2024-06-14 01:00:00,19,67429.4,0.375
M30,kijun,2024-06-14 17:00:00,2024-06-15 02:00:00,19,66209.45,0.375
M30,kijun,2024-07-09 18:30:00,2024-07-10 03:30:00,19,57576.75,0.375
M30,kijun,2024-08-08 01:30:00,2024-08-08 10:30:00,19,56104.3,0.375
M30,kijun,2024-08-30 16:00:00,2024-08-31 01:00:00,19,58719.95,0.375
M30,kijun,2024-10-02 19:30:00,2024-10-03 04:30:00,19,61144.95,0.375
M30,kijun,2024-12-10 18:00:00,2024-12-11 03:00:00,19,96293.05,0.375
M30,kijun,2025-04-10 16:00:00,2025-04-11 01:00:00,19,80452.0,0.375
M30,kijun,2025-04-16 21:00:00,2025-04-17 06:00:00,19,84345.85,0.375
M30,kijun,2025-04-17 18:00:00,2025-04-18 03:00:00,19,84570.75,0.375
M30,kijun,2025-04-28 16:00:00,2025-04-29 01:00:00,19,94473.0,0.375
M30,kijun,2025-05-14 17:00:00,2025-05-15 02:00:00,19,103427.5,0.375
M30,kijun,2025-06-17 00:00:00,2025-06-17 09:00:00,19,107484.0,0.375
M30,kijun,2025-06-30 00:30:00,2025-06-30 09:30:00,19,107993.85,0.375
M30,kijun,2025-08-04 17:00:00,2025-08-05 02:00:00,19,114878.0,0.375
M30,kijun,2025-11-09 03:00:00,2025-11-09 12:00:00,19,101871.95,0.375
M30,kijun,2025-12-14 01:00:00,2025-12-14 10:00:00,19,90075.95,0.375
M30,kijun,2025-12-19 18:30:00,2025-12-20 03:30:00,19,88085.05,0.375
M30,kijun,2026-01-03 07:30:00,2026-01-03 16:30:00,19,89858.6,0.375
M30,kijun,2026-01-26 17:30:00,2026-01-27 02:30:00,19,87897.05,0.375
M30,kijun,2026-01-27 21:00:00,2026-01-28 06:00:00,19,88382.2,0.375
M30,kijun,2019-10-29 23:30:00,2019-10-30 08:00:00,18,9281.43,0.3541666666666667
M30,kijun,2019-11-10 18:00:00,2019-11-11 02:30:00,18,8987.005000000001,0.3541666666666667
M30,kijun,2019-11-29 16:00:00,2019-11-30 00:30:00,18,7625.0,0.3541666666666667
M30,kijun,2019-12-25 20:30:00,2019-12-26 05:00:00,18,7194.094999999999,0.3541666666666667
M30,kijun,2019-12-30 00:00:00,2019-12-30 08:30:00,18,7416.205,0.3541666666666667
M30,kijun,2020-01-06 03:00:00,2020-01-06 11:30:00,18,7441.54,0.3541666666666667
M30,kijun,2020-01-30 20:30:00,2020-01-31 05:00:00,18,9411.0,0.3541666666666667
M30,kijun,2020-02-19 21:30:00,2020-02-20 06:00:00,18,9789.535,0.3541666666666667
M30,kijun,2020-03-23 13:00:00,2020-03-23 21:30:00,18,6173.344999999999,0.3541666666666667
M30,kijun,2020-04-04 11:30:00,2020-04-04 20:00:00,18,6764.844999999999,0.3541666666666667
